targets,inputs,length
no, Q: A coin is heads up. Marjan does not flip the coin.  Callianna does not flip the coin.  Jamellah flips the coin.  Analena flips the coin.  Stalans does not flip the coin.  Tedmann does not flip the coin.  Claresta flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Martje does not flip the coin.  Tanim does not flip the coin.  Rightmire flips the coin.  Dashell does not flip the coin.  Margalo does not flip the coin.  Shelita does not flip the coin.  Chaniel does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Ilkan does not flip the coin.  Clapperton does not flip the coin.  Yaciel flips the coin.  Orrill does not flip the coin.  Felecie flips the coin.  Daysen does not flip the coin.  Zuo does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Driskill does not flip the coin.  Hinojoza flips the coin.  Abygael does not flip the coin.  Kayden-brian flips the coin.  Tonta does not flip the coin.  Marisel does not flip the coin.  Libove does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Marterrius does not flip the coin.  Brystol does not flip the coin.  Eileene flips the coin.  Sieta flips the coin.  Iljko flips the coin.  Garion does not flip the coin.  Karis flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Lucián flips the coin.  Erts flips the coin.  Haiba does not flip the coin.  Autley does not flip the coin.  Chibuanyam flips the coin.  Devindra flips the coin.  Carpino flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Giovany does not flip the coin.  Jimmy does not flip the coin.  Varnell does not flip the coin.  Murraylee flips the coin.  Manha flips the coin.  Semyah flips the coin.  Helwart does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Aairah does not flip the coin.  Thanasi flips the coin.  Lleo flips the coin.  Resi does not flip the coin.  Artigas flips the coin.  Mechaela does not flip the coin.  Derotha flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Daukarah does not flip the coin.  Aide does not flip the coin.  Kelie does not flip the coin.  Vlado does not flip the coin.  Sherisse flips the coin.  Flormaria flips the coin.  Colner does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Rehmat flips the coin.  Roache does not flip the coin.  Kaczmarek flips the coin.  Daleb flips the coin.  Carberg flips the coin.  Elia flips the coin.  Elleson does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Dewayne does not flip the coin.  Cinar does not flip the coin.  Buffi flips the coin.  Roco does not flip the coin.  Lapp flips the coin.  Circosta does not flip the coin.  Cohdwell does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Bowne flips the coin.  Herlinde does not flip the coin.  Acari flips the coin.  Olumide does not flip the coin.  Narimantas does not flip the coin.  Devaj flips the coin.  Jeniece flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Rawl flips the coin.  Asreiale flips the coin.  Amileigh does not flip the coin.  Amythyst flips the coin.  Amiley flips the coin.  Sumeeta does not flip the coin.  Lynwood does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Ziaire does not flip the coin.  Sashendra flips the coin.  Tahamtan does not flip the coin.  Shimekia does not flip the coin.  Treka does not flip the coin.  Mayhew does not flip the coin.  Dielle does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Théotime flips the coin.  Areg does not flip the coin.  Fatbardha flips the coin.  Judaea does not flip the coin.  Mukadder does not flip the coin.  Murland flips the coin.  Aurellia flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Arielah flips the coin.  Mycol does not flip the coin.  Sahmiya flips the coin.  Agrita flips the coin.  Kaneshia does not flip the coin.  Seeba flips the coin.  Markaylah does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Hailye flips the coin.  Racha flips the coin.  Nikiah does not flip the coin.  Elrey does not flip the coin.  Sharea does not flip the coin.  Ralynn does not flip the coin.  Giannarose flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Palmo does not flip the coin.  Dondra does not flip the coin.  Ninotchka does not flip the coin.  Shayanne flips the coin.  Mandye does not flip the coin.  Mabiya does not flip the coin.  Iota flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Wlliam does not flip the coin.  Samarria flips the coin.  Zahidah flips the coin.  Saxen flips the coin.  Jyden does not flip the coin.  Masumah flips the coin.  Magomed flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Makalea flips the coin.  Janissa flips the coin.  Lucaas flips the coin.  Reinheimer does not flip the coin.  Uzeifa flips the coin.  Abdirahin flips the coin.  Raffaela does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Balro flips the coin.  Mehboob flips the coin.  Candide flips the coin.  Ladislaus does not flip the coin.  Jonnell flips the coin.  Ralen does not flip the coin.  Brinklee flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Kevon does not flip the coin.  Mergel flips the coin.  Joëlle does not flip the coin.  Boak flips the coin.  Siyam flips the coin.  Adee does not flip the coin.  Brynnlee flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Kellian does not flip the coin.  Perritt flips the coin.  Donquell does not flip the coin.  Nezira flips the coin.  Lazayah flips the coin.  Takiera does not flip the coin.  Mrytle flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Alrich flips the coin.  Casmey does not flip the coin.  Ayame does not flip the coin.  Plasner flips the coin.  Tiye does not flip the coin.  Damorian flips the coin.  Deleon does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Mairah flips the coin.  Jui does not flip the coin.  Alondria flips the coin.  Yiming flips the coin.  Killeen flips the coin.  Alaria flips the coin.  Théo flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Avoree flips the coin.  Rasalingam flips the coin.  Tellervo flips the coin.  Gahwiler flips the coin.  Yotham does not flip the coin.  Desolina does not flip the coin.  Sahima does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Marcusjames does not flip the coin.  Ala'a flips the coin.  Denai does not flip the coin.  Margje does not flip the coin.  Blan flips the coin.  Selima does not flip the coin.  Jayia does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Zikia does not flip the coin.  Jobani flips the coin.  Kaishav flips the coin.  Keiasia does not flip the coin.  Edwardd flips the coin.  Bujare does not flip the coin.  Brieona flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Lucciana does not flip the coin.  Penyu flips the coin.  Meine flips the coin.  Kariofilis does not flip the coin.  Callye does not flip the coin.  Esgardo flips the coin.  Elijahwan does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Gijsje flips the coin.  Daralyn does not flip the coin.  Essiah does not flip the coin.  Ante does not flip the coin.  Arybella flips the coin.  Pamala does not flip the coin.  Kyrstin does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Quinnetta flips the coin.  Tamell does not flip the coin.  Jaboris flips the coin.  Sharlena does not flip the coin.  Lakeshia flips the coin.  César flips the coin.  Arric does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Donya does not flip the coin.  Cyndi does not flip the coin.  Coffeng does not flip the coin.  Keyshauna does not flip the coin.  Raygen flips the coin.  Walston does not flip the coin.  Shakyra does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Coco-wren flips the coin.  Ebbonie-anne flips the coin.  Meibers flips the coin.  Alese flips the coin.  Engvall flips the coin.  Rasto flips the coin.  Hiromi flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Konstantīns flips the coin.  Sonnhilde does not flip the coin.  Madissyn does not flip the coin.  Donelia does not flip the coin.  Najiyyah does not flip the coin.  Cadrian flips the coin.  Matsuye does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Imke flips the coin.  Sollars flips the coin.  Amneris does not flip the coin.  Marx flips the coin.  Kosi does not flip the coin.  Laurianna does not flip the coin.  Maten flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Bhojpal does not flip the coin.  Syert flips the coin.  Candase flips the coin.  Ladrick flips the coin.  Yuuta does not flip the coin.  Holladay does not flip the coin.  Znya flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Audrielle flips the coin.  Liyah flips the coin.  Tirzah does not flip the coin.  Coraline does not flip the coin.  Alaira flips the coin.  Kassidy flips the coin.  Tayyip does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Renly flips the coin.  Erlyne flips the coin.  Hillaree does not flip the coin.  Maëlyss flips the coin.  Anestin flips the coin.  Vido flips the coin.  Amardo flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Gennavive flips the coin.  Pompilie does not flip the coin.  Taylor-anne flips the coin.  Maxymilian flips the coin.  Xyanna does not flip the coin.  Menashem flips the coin.  Exer does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Rozay flips the coin.  Ayreana flips the coin.  Calirose does not flip the coin.  Torres does not flip the coin.  Ceona does not flip the coin.  Stiina flips the coin.  Humphrey flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Chrisshawn flips the coin.  Ilídio does not flip the coin.  Leventis does not flip the coin.  Idara does not flip the coin.  Clemts flips the coin.  Telemak does not flip the coin.  Sheyanna flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Denko does not flip the coin.  Winta flips the coin.  Shifrah does not flip the coin.  Kristopher does not flip the coin.  Nakiel flips the coin.  Cacilda does not flip the coin.  Alanood flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Lachezara does not flip the coin.  Jóney flips the coin.  Darragh-david does not flip the coin.  Haskie does not flip the coin.  Winnett does not flip the coin.  Keisher flips the coin.  Alfa does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Dezyre flips the coin.  Geraldi flips the coin.  Cambrielle does not flip the coin.  Juwanna flips the coin.  Lorelai flips the coin.  Kevinas does not flip the coin.  Illig does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Saraiah flips the coin.  Viljo does not flip the coin.  Kellensworthjr does not flip the coin.  Chinaza flips the coin.  Desimirka flips the coin.  Laurentiu does not flip the coin.  Genevra does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Suhair does not flip the coin.  Mychel does not flip the coin.  Jacyon flips the coin.  Xenofon flips the coin.  Apollonia does not flip the coin.  Idabelle does not flip the coin.  Kiyanah flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Saidey flips the coin.  Margeaux does not flip the coin.  Wilser flips the coin.  Schorena does not flip the coin.  Prance flips the coin.  Alianny flips the coin.  Michaelthomas flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Alcot does not flip the coin.  Joseluis flips the coin.  Yulianna does not flip the coin.  Nikaylah does not flip the coin.  Alek does not flip the coin.  Daisy-lea does not flip the coin.  Rosealyn does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Addisson does not flip the coin.  Guyon does not flip the coin.  Zoely flips the coin.  Roshandra does not flip the coin.  Meers flips the coin.  Dhylan flips the coin.  Aksha flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Hadicha does not flip the coin.  Katheran does not flip the coin.  Allbee does not flip the coin.  Markian does not flip the coin.  Braidyn-drew does not flip the coin.  Herbert flips the coin.  Raykwon flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Milly-louise does not flip the coin.  Mattheus does not flip the coin.  Ludwigg flips the coin.  Kreighton does not flip the coin.  Dmontae does not flip the coin.  Solomie flips the coin.  Traneshia flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Ardine does not flip the coin.  Nisanur does not flip the coin.  Westfall flips the coin.  Tianne flips the coin.  Saya does not flip the coin.  Rron flips the coin.  Mikhal does not flip the coin.  Is the coin still heads up? ,7
